0.71,1.57,2.13,1.96,1.07
1.63,0.83,2.6,1.32,1.08
1.97,0.52,1.1,0.64,1.09
0.73,1.67,1.45,0.84,1.1
1.27,1.47,2.28,0.78,1.1
0.82,0.97,1.6,0.83,1.11
0.43,1.65,0.79,1.53,1.12
1.08,0.56,2.84,1.98,1.13
0.61,1.14,1.28,1.84,1.14
0.9,0.88,0.61,1.92,1.15
1.77,1.24,2.33,1.12,1.16
1.57,1.62,2.97,1.21,1.17
1.92,1.3,2.3,0.47,1.17
1.13,0.67,1.8,0.56,1.18
1.31,1.14,2.31,1.89,1.19
1.97,0.87,0.75,1.05,1.2
0.98,1.38,1.68,1.71,1.21
0.53,0.7,1.23,1.57,1.22
1.27,1.11,1.37,1.3,1.23
1.23,0.66,2.17,0.9,1.23
1.86,1.32,2.71,1.22,1.24
1.59,1.89,1.3,1.52,1.25
1.76,1.29,0.92,0.7,1.26
0.83,1.93,0.45,0.97,1.27
0.61,0.85,1.32,1.59,1.28
1.35,1.36,1.43,0.88,1.29
0.8,0.58,1.09,1.91,1.3
1.67,1.9,1.12,0.49,1.3
1.74,0.85,1.49,1.74,1.31
1.8,1.42,1.1,0.65,1.32
0.81,1.03,1.03,0.66,1.33
0.42,0.64,2.78,1.97,1.34
1.04,0.94,0.72,1.8,1.35
1.19,1.63,0.5,1.02,1.36
1.26,1.84,1.5,0.81,1.37
1.86,1.08,0.83,0.64,1.37
1.65,0.82,0.49,0.59,1.38
0.62,1.57,0.43,1.23,1.39
1.19,1.71,1.58,0.47,1.4
0.58,1.23,2.39,1.53,1.41
0.95,1.0,1.38,0.6,1.42
0.79,1.67,1.22,0.79,1.43
0.5,1.25,1.67,0.95,1.43
0.79,1.11,2.9,1.62,1.44
0.77,0.62,0.85,0.67,1.45
0.88,1.58,2.63,1.43,1.46
1.55,1.59,1.21,1.45,1.47
1.32,1.0,0.93,1.9,1.48
1.43,0.74,0.97,0.71,1.49
0.47,0.92,3.01,1.45,1.5
1.95,0.51,1.57,0.52,1.5
1.59,1.28,1.33,0.68,1.51
1.51,0.46,1.37,0.46,1.52
0.68,1.37,1.46,1.35,1.53
0.59,0.44,2.82,0.65,1.54
1.39,1.43,2.79,0.88,1.55
0.99,1.49,1.77,0.61,1.56
1.42,1.69,1.5,1.68,1.57
1.69,0.62,1.48,1.11,1.57
0.44,1.02,0.71,1.26,1.58
1.83,1.73,1.73,0.99,1.59
1.9,0.67,0.83,1.81,1.6
1.67,1.05,1.65,1.42,1.61
0.84,0.8,1.94,1.2,1.62
0.74,0.77,0.8,0.41,1.63
0.82,1.2,1.82,0.66,1.63
1.82,1.21,1.54,1.14,1.64
1.85,1.75,1.08,1.7,1.65
1.35,1.29,2.36,0.72,1.66
1.98,0.95,2.52,1.08,1.67
0.54,0.6,2.61,1.21,1.68
1.44,1.81,2.7,0.51,1.69
0.49,1.26,2.7,1.33,1.7
1.41,1.18,1.51,1.34,1.7
1.68,1.89,0.55,1.76,1.71
1.32,0.76,2.46,1.32,1.72
0.89,1.91,2.37,1.78,1.73
0.69,1.1,1.9,0.98,1.74
1.88,0.91,1.47,0.84,1.75
1.14,1.49,1.13,1.38,1.76
1.0,1.85,1.96,1.04,1.77
0.89,1.19,2.73,1.03,1.77
1.34,1.86,1.06,1.83,1.78
1.21,0.95,2.49,2.0,1.79
1.34,0.65,2.44,1.94,1.8
0.48,1.04,2.63,1.49,1.81
0.63,0.49,2.75,0.62,1.82
1.3,0.72,2.24,0.48,1.83
0.94,1.09,2.59,1.93,1.83
1.4,1.23,2.86,1.25,1.84
1.17,0.5,1.92,0.73,1.85
0.47,1.69,2.09,1.72,1.86
0.49,1.27,2.22,0.85,1.87
1.33,0.65,1.23,0.59,1.88
1.01,1.64,2.56,1.52,1.89
0.7,0.68,0.54,0.96,1.9
0.56,0.61,1.69,0.57,1.9
0.62,0.59,1.88,1.06,1.91
1.56,1.97,2.03,1.79,1.92
1.38,1.63,3.0,1.09,1.93
1.51,0.77,1.78,1.73,1.94
1.81,1.96,1.44,0.57,1.95
1.78,0.63,0.47,0.44,1.96
1.08,1.58,1.34,0.95,1.97
1.58,1.04,1.18,1.94,1.97
1.68,0.55,0.63,0.5,1.98
0.51,0.44,0.67,0.89,1.99
1.79,0.61,0.76,1.38,2.0
0.41,1.3,2.08,1.91,2.01
1.48,1.33,2.85,0.89,2.02
1.17,1.8,2.48,1.54,2.03
1.66,1.78,2.66,1.99,2.03
1.96,1.81,2.95,0.82,2.04
1.53,0.9,0.53,1.87,2.05
0.75,1.4,0.99,1.28,2.06
1.12,1.42,2.55,0.53,2.07
1.06,1.34,2.07,1.16,2.08
1.24,1.7,2.01,0.91,2.09
0.5,0.47,2.45,1.69,2.1
1.12,1.07,0.51,1.66,2.1
1.2,1.01,2.76,1.64,2.11
0.6,1.13,2.96,1.56,2.12
1.41,1.4,0.82,1.27,2.13
0.92,1.41,0.43,0.77,2.14
0.96,1.76,1.89,2.01,2.15
0.74,1.72,0.5,0.68,2.16
0.54,0.6,0.62,1.61,2.17
0.72,1.74,2.93,1.67,2.17
1.64,1.35,1.17,0.69,2.18
1.05,1.87,2.16,1.27,2.19
0.75,2.0,2.23,1.29,2.2
1.62,1.51,2.51,1.5,2.21
1.75,1.8,1.79,1.18,2.22
1.23,0.83,2.87,1.6,2.23
0.66,1.39,0.65,1.5,2.23
1.94,1.13,1.01,0.75,2.24
1.04,0.54,0.77,0.91,2.25
1.79,1.17,1.43,0.52,2.26
1.93,1.79,2.47,1.03,2.27
0.44,1.12,1.61,1.17,2.28
1.73,1.2,0.77,0.53,2.29
1.71,1.9,1.41,0.76,2.3
1.6,1.19,1.83,0.86,2.3
0.64,0.45,2.69,1.14,2.31
1.07,1.95,2.19,1.07,2.32
0.91,0.81,0.59,0.58,2.33
2.01,1.55,2.14,1.71,2.34
0.98,1.77,2.53,0.62,2.35
0.87,1.51,1.55,1.59,2.36
0.97,0.47,2.72,1.74,2.37
0.84,1.97,0.87,0.49,2.37
1.13,1.22,1.66,1.4,2.38
1.73,0.82,2.23,1.31,2.39
0.85,1.53,2.38,1.19,2.4
1.72,0.96,2.1,0.96,2.41
0.59,1.65,0.57,1.33,2.42
1.95,1.56,2.9,0.45,2.43
1.29,1.68,1.71,0.43,2.43
1.91,0.79,2.83,1.26,2.44
1.99,1.12,1.83,1.1,2.45
1.66,1.27,2.98,1.86,2.46
1.29,1.56,2.81,0.61,2.47
1.84,1.05,1.24,1.07,2.48
1.25,1.6,0.9,1.93,2.49
0.91,1.06,1.95,1.95,2.5
0.73,1.41,2.32,1.17,2.5
1.28,1.34,1.84,0.55,2.51
1.22,1.18,1.35,1.82,2.52
0.78,1.86,1.05,1.51,2.53
1.98,1.5,2.0,1.29,2.54
0.76,0.41,1.56,1.51,2.55
1.15,0.59,2.58,0.92,2.56
1.5,0.5,0.73,0.51,2.57
0.46,0.96,2.4,0.9,2.57
1.56,1.74,0.81,1.75,2.58
0.83,1.15,2.68,1.83,2.59
0.45,0.66,2.29,1.44,2.6
1.02,1.93,0.46,1.06,2.61
1.07,0.84,1.74,1.72,2.62
1.6,0.88,1.16,0.42,2.63
0.81,0.53,1.91,1.6,2.63
1.11,1.35,1.76,0.67,2.64
1.03,1.5,2.5,1.98,2.65
1.1,1.92,1.59,1.39,2.66
0.76,1.07,1.02,1.67,2.67
0.96,0.58,0.95,1.02,2.68
0.56,1.46,1.3,0.99,2.69
1.74,1.28,1.85,1.13,2.7
1.47,1.36,2.43,1.1,2.7
1.18,1.45,1.2,1.15,2.71
1.46,0.78,2.06,1.42,2.72
0.52,0.99,1.39,1.47,2.73
1.5,1.66,1.62,1.56,2.74
1.45,0.46,1.52,0.75,2.75
0.64,0.84,0.58,0.58,2.76
1.65,1.73,0.41,1.88,2.77
1.42,1.79,1.77,0.8,2.77
1.25,0.76,2.02,0.6,2.78
1.61,0.43,0.48,1.55,2.79
0.94,1.75,0.97,1.24,2.8
1.87,0.91,2.5,1.82,2.81
0.88,0.71,1.98,1.58,2.82
1.96,1.25,2.25,1.99,2.83
0.95,1.22,1.42,1.86,2.83
0.93,1.48,2.94,0.77,2.84
0.97,1.99,2.77,1.75,2.85
0.58,1.31,1.7,0.8,2.86
1.52,1.98,1.15,0.87,2.87
1.03,0.57,2.12,1.95,2.88
1.06,0.51,0.44,1.61,2.89
0.57,0.81,2.04,1.9,2.9
1.18,1.96,2.2,0.56,2.9
1.8,1.03,1.64,1.48,2.91
1.64,0.42,1.36,1.77,2.92
1.83,0.54,2.64,1.41,2.93
1.11,1.48,1.19,1.12,2.94
1.76,1.52,0.56,0.44,2.95
0.57,1.52,2.21,1.37,2.96
1.05,1.61,1.03,1.76,2.97
0.55,1.38,2.18,0.69,2.97
1.58,0.89,2.57,1.04,2.98
1.14,1.44,1.86,0.72,2.99
1.1,1.78,2.3,1.3,3.0
0.52,0.69,2.62,1.58,3.01
